Date,Open,High,Low,Close,Volume
1999-01-22,0.0376117043197155,0.044775311584014724,0.03558146497740723,0.04011878256394706,2714688000
1999-01-25,0.04155205935239792,0.042028898292131286,0.037611707302067456,0.040596543614194805,510480000
1999-01-26,0.0383278913795948,0.04286521012363471,0.03773092196255749,0.04202890568137851,343200000
1999-01-27,0.038208670914173126,0.03940260605087674,0.036297642968090835,0.03844709036978854,244368000
1999-01-28,0.03808855265378952,0.03844709914026982,0.03785013314378628,0.038208679630266584,227520000
1999-01-29,0.03629763424396515,0.03820866173073255,0.03629763424396515,0.038088534810531094,244032000
1999-02-01,0.03701473027467728,0.03725314969484809,0.036297637571905135,0.036297637571905135,154704000
1999-02-02,0.034149110317230225,0.03725315812801113,0.03307438653286507,0.0362976457887646,264096000
1999-02-03,0.03486528620123863,0.0353430440587958,0.03343201604466135,0.03367135443811293,75120000
1999-02-04,0.03677539899945259,0.03773091121743983,0.03486528324446436,0.03534304106150495,181920000
1999-02-05,0.037850119173526764,0.03820866552766969,0.03641776478313528,0.03737236140033503,136848000
1999-02-08,0.03653695434331894,0.038208646241077636,0.03653695434331894,0.03808851936957521,154080000
1999-02-09,0.03510370850563049,0.03749157882490198,0.03462595065591001,0.037253155948613025,86976000
1999-02-10,0.03474608063697815,0.03605922393316382,0.03414911129706041,0.03510371156650106,148224000
1999-02-11,0.03773093223571777,0.03916328755547496,0.034865302666423445,0.034865302666423445,132240000
1999-02-12,0.03988034650683403,0.040118765858518,0.03820865425830815,0.03820865425830815,109728000
1999-02-16,0.04011879116296768,0.04226824239951497,0.036059227121429636,0.04059654909658844,211008000
1999-02-17,0.037969328463077545,0.039641021261302284,0.037253151243614044,0.039163263471921665,67728000
1999-02-18,0.03856632113456726,0.03964104537405352,0.037491596895081004,0.039163287294063466,70704000
1999-02-19,0.03988034650683403,0.04059652349079864,0.03773089662602751,0.03820865425830815,75360000
1999-02-22,0.04011879116296768,0.04107430703020921,0.037969339926420397,0.04059654909658844,205248000
1999-02-23,0.04202890768647194,0.04286521216862612,0.03868643971438586,0.0410743106642646,138096000
1999-02-24,0.04537229239940643,0.05014894958222009,0.04429756844593769,0.04823792118693986,612768000
1999-02-25,0.043939925730228424,0.04871566612359209,0.04322282952779689,0.04728330816120249,149136000
1999-02-26,0.041909702122211456,0.04585005528733473,0.041552071108184395,0.04441770020416068,172608000
1999-03-01,0.04214903339743614,0.043939938263839684,0.04011879350161924,0.04298442234089811,92160000
1999-03-02,0.04179048165678978,0.04226823955829625,0.04107430426924533,0.04202890114282775,55248000
1999-03-03,0.038924843072891235,0.042028890232774625,0.03868642364874328,0.042028890232774625,61392000
1999-03-04,0.03808855265378952,0.041074308397919854,0.037730921680737224,0.04083496995839373,57360000
1999-03-05,0.04023801162838936,0.04035721969805605,0.03844710646553091,0.03844710646553091,78768000
1999-03-08,0.04083496704697609,0.042028902370913834,0.0384470963991006,0.03916327380757177,75888000
1999-03-09,0.04214903339743614,0.042746002824935646,0.04071576292911874,0.04071576292911874,143184000
1999-03-10,0.041431937366724014,0.04274599968869596,0.040834967983023676,0.04274599968869596,235344000
1999-03-11,0.03964103385806084,0.04143193864847094,0.03964103385806084,0.04071576120142723,54288000
1999-03-12,0.038924843072891235,0.03988035862786704,0.038208665871255376,0.03988035862786704,90768000
1999-03-15,0.04059654101729393,0.041074298855834024,0.03964102534021375,0.039880363724138494,108816000
1999-03-16,0.039283402264118195,0.041312726527977434,0.038924855789614216,0.04083496859440635,79152000
1999-03-17,0.039521828293800354,0.04035721383815301,0.03856631235143056,0.039641036346157926,51360000
1999-03-18,0.039999574422836304,0.040596540269642926,0.03868642787996978,0.039641024610160114,46320000
1999-03-19,0.04011879116296768,0.04131272653227344,0.03988037166090345,0.03988037166090345,105312000
1999-03-22,0.038924843072891235,0.0410742936069908,0.038924843072891235,0.040954166673771664,36672000
1999-03-23,0.03653695434331894,0.03916324237642556,0.03582077750962803,0.03916324237642556,163968000
1999-03-24,0.03629763424396515,0.036536969155275656,0.034865276579818756,0.03629763424396515,60864000
1999-03-25,0.03677539899945259,0.03820866903448042,0.0360592183224318,0.0361784297524219,40320000
1999-03-26,0.039999574422836304,0.040118782439901524,0.03725315439074555,0.03725315439074555,88272000
1999-03-29,0.04119352251291275,0.04214903505739028,0.0404773415911792,0.04119352251291275,65952000
1999-03-30,0.03773093223571777,0.04167128605167205,0.037491597145334114,0.041312739464890696,69504000
1999-03-31,0.04035719484090805,0.0408349525871992,0.03713393988747048,0.038924840531166585,153600000
1999-04-01,0.03916328027844429,0.040596554261661075,0.0384471027516405,0.04035721579965367,30432000
1999-04-05,0.037969328463077545,0.039641021261302284,0.03773090903299466,0.0386864246117559,98640000
1999-04-06,0.03701473027467728,0.03844708465405545,0.036297637571905135,0.03832787665201683,69696000
1999-04-07,0.04011879116296768,0.040357210665031916,0.03701474298867116,0.037253162490735396,89280000
1999-04-08,0.04083496704697609,0.042028902370913834,0.03988037014550032,0.04035720913150952,130128000
1999-04-09,0.04011879116296768,0.04107430703020921,0.03988037166090345,0.04107430703020921,48624000
1999-04-12,0.038447096943855286,0.03964103228470983,0.037730919525236634,0.03964103228470983,33312000
1999-04-13,0.036894604563713074,0.03916326313902913,0.03629763877241216,0.03916326313902913,36144000
1999-04-14,0.03582080453634262,0.03761170914420918,0.03582080453634262,0.03677540480802615,48288000
1999-04-15,0.03677539899945259,0.03677539899945259,0.035820798878545536,0.03677539899945259,35856000
1999-04-16,0.037969328463077545,0.03856629767554647,0.036536974024150536,0.036536974024150536,38928000
1999-04-19,0.03629763424396515,0.038447081129043936,0.0358207920312491,0.038447081129043936,31296000
1999-04-20,0.03558146208524704,0.037730909270276065,0.03522291230060615,0.036297639309214424,67680000
1999-04-21,0.03617843985557556,0.03629765131885653,0.03534305093136876,0.0355814738579307,37488000
1999-04-22,0.03462595492601395,0.036297648141524884,0.03426832398357132,0.036297648141524884,227184000
1999-04-23,0.03295517712831497,0.03462595482563264,0.032715842126062274,0.0345067433731325,126048000
1999-04-26,0.031283482909202576,0.033432014793803595,0.030566386685023966,0.03295517246733923,123504000
1999-04-27,0.03462595492601395,0.034865289928960486,0.031521906914033206,0.03199966482267122,226944000
1999-04-28,0.034387536346912384,0.034865290852105546,0.033312809048334543,0.034865290852105546,120096000
1999-04-29,0.034387536346912384,0.03462595584282202,0.03367135892971491,0.03450674438681987,48144000
1999-04-30,0.03486528620123863,0.03629764426065837,0.03450673978378137,0.03474607817723294,99312000
1999-05-03,0.03510370850563049,0.0352229165276808,0.03414910831942628,0.0352229165276808,33840000
1999-05-04,0.033193591982126236,0.03510370421839409,0.03247741475967812,0.03510370421839409,96048000
1999-05-05,0.033909764140844345,0.033909764140844345,0.03152189446978437,0.03343200642081606,144576000
1999-05-06,0.03325320780277252,0.03438753921594398,0.032238087855549304,0.03367136173899417,35616000
1999-05-07,0.0334320105612278,0.033671348915423706,0.03223807557783406,0.03223807557783406,25008000
1999-05-10,0.0334320105612278,0.03414910327852659,0.033193591136227156,0.033193591136227156,19680000
1999-05-11,0.035222917795181274,0.03629764497144088,0.03414910954828565,0.03486528688397263,171744000
1999-05-12,0.03629763424396515,0.036417761164166604,0.03510369939422343,0.0355814571199386,168480000
1999-05-13,0.03629763424396515,0.03725314627930221,0.03617842283676282,0.03629763424396515,69936000
1999-05-14,0.034387536346912384,0.036297649102595184,0.033909778425624544,0.036297649102595184,28464000
1999-05-17,0.03605921193957329,0.03605921193957329,0.03379055361520482,0.03390976502409324,35760000
1999-05-18,0.03773093223571777,0.03820869031889682,0.035343060749602494,0.03641778841235828,151536000
1999-05-19,0.03605921193957329,0.040834951406087096,0.03546224621430573,0.039402597137775115,451728000
